hour (h);irradiance (W/m^2)
8;163.8888889
9;188.8888889
10;158.3333333
11;244.4444444
12;619.4444444
13;725
14;677.7777778
15;511.1111111
16;430.5555556
17;369.4444444
18;169.4444444
19;75
20;13.88888889
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;41.66666667
6;177.7777778
7;316.6666667
8;444.4444444
9;625
10;752.7777778
11;827.7777778
12;850
13;850
14;783.3333333
15;672.2222222
16;544.4444444
17;397.2222222
18;247.2222222
19;105.5555556
20;13.88888889
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;2.777777778
5;44.44444444
6;141.6666667
7;280.5555556
8;441.6666667
9;575
10;691.6666667
11;733.3333333
12;597.2222222
13;669.4444444
14;683.3333333
15;575
16;383.3333333
17;222.2222222
18;111.1111111
19;52.77777778
20;11.11111111
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;2.777777778
5;33.33333333
6;91.66666667
7;233.3333333
8;336.1111111
9;402.7777778
10;447.2222222
11;580.5555556
12;672.2222222
13;658.3333333
14;605.5555556
15;580.5555556
16;375
17;227.7777778
18;147.2222222
19;108.3333333
20;22.22222222
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;2.777777778
5;55.55555556
6;172.2222222
7;327.7777778
8;483.3333333
9;622.2222222
10;736.1111111
11;811.1111111
12;838.8888889
13;825
14;763.8888889
15;669.4444444
16;547.2222222
17;405.5555556
18;247.2222222
19;108.3333333
20;16.66666667
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;2.777777778
5;58.33333333
6;177.7777778
7;336.1111111
8;486.1111111
9;625
10;772.2222222
11;741.6666667
12;788.8888889
13;597.2222222
14;769.4444444
15;586.1111111
16;550
17;408.3333333
18;252.7777778
19;108.3333333
20;16.66666667
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;11.11111111
6;25
7;44.44444444
8;86.11111111
9;233.3333333
10;247.2222222
11;283.3333333
12;397.2222222
13;297.2222222
14;316.6666667
15;400
16;505.5555556
17;397.2222222
18;241.6666667
19;102.7777778
20;13.88888889
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;2.777777778
5;52.77777778
6;169.4444444
7;330.5555556
8;488.8888889
9;630.5555556
10;738.8888889
11;811.1111111
12;833.3333333
13;819.4444444
14;747.2222222
15;661.1111111
16;541.6666667
17;394.4444444
18;238.8888889
19;69.44444444
20;5.555555556
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;2.777777778
5;41.66666667
6;158.3333333
7;294.4444444
8;438.8888889
9;588.8888889
10;688.8888889
11;775
12;591.6666667
13;786.1111111
14;750
15;616.6666667
16;402.7777778
17;280.5555556
18;177.7777778
19;91.66666667
20;8.333333333
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;36.11111111
6;158.3333333
7;261.1111111
8;372.2222222
9;569.4444444
10;683.3333333
11;763.8888889
12;794.4444444
13;775
14;708.3333333
15;638.8888889
16;411.1111111
17;316.6666667
18;172.2222222
19;55.55555556
20;8.333333333
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;25
6;66.66666667
7;191.6666667
8;180.5555556
9;169.4444444
10;238.8888889
11;341.6666667
12;580.5555556
13;541.6666667
14;433.3333333
15;594.4444444
16;530.5555556
17;375
18;225
19;88.88888889
20;8.333333333
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;41.66666667
6;88.88888889
7;311.1111111
8;425
9;358.3333333
10;444.4444444
11;583.3333333
12;805.5555556
13;677.7777778
14;455.5555556
15;497.2222222
16;419.4444444
17;341.6666667
18;213.8888889
19;91.66666667
20;13.88888889
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;27.77777778
6;77.77777778
7;127.7777778
8;208.3333333
9;191.6666667
10;91.66666667
11;247.2222222
12;294.4444444
13;372.2222222
14;519.4444444
15;569.4444444
16;372.2222222
17;250
18;119.4444444
19;52.77777778
20;13.88888889
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;41.66666667
6;116.6666667
7;247.2222222
8;294.4444444
9;236.1111111
10;66.66666667
11;91.66666667
12;341.6666667
13;569.4444444
14;452.7777778
15;402.7777778
16;477.7777778
17;280.5555556
18;147.2222222
19;55.55555556
20;2.777777778
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;5.555555556
6;44.44444444
7;102.7777778
8;325
9;547.2222222
10;380.5555556
11;450
12;552.7777778
13;533.3333333
14;488.8888889
15;480.5555556
16;347.2222222
17;327.7777778
18;236.1111111
19;75
20;8.333333333
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;27.77777778
6;66.66666667
7;138.8888889
8;269.4444444
9;455.5555556
10;430.5555556
11;575
12;638.8888889
13;725
14;730.5555556
15;580.5555556
16;486.1111111
17;358.3333333
18;205.5555556
19;77.77777778
20;8.333333333
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;36.11111111
6;141.6666667
7;163.8888889
8;205.5555556
9;330.5555556
10;369.4444444
11;388.8888889
12;444.4444444
13;316.6666667
14;280.5555556
15;197.2222222
16;219.4444444
17;119.4444444
18;44.44444444
19;11.11111111
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;5.555555556
6;47.22222222
7;183.3333333
8;297.2222222
9;300
10;572.2222222
11;611.1111111
12;469.4444444
13;369.4444444
14;158.3333333
15;61.11111111
16;102.7777778
17;125
18;91.66666667
19;22.22222222
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;22.22222222
6;147.2222222
7;294.4444444
8;447.2222222
9;583.3333333
10;694.4444444
11;772.2222222
12;805.5555556
13;800
14;738.8888889
15;641.6666667
16;519.4444444
17;372.2222222
18;213.8888889
19;69.44444444
20;5.555555556
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;33.33333333
6;144.4444444
7;288.8888889
8;433.3333333
9;563.8888889
10;680.5555556
11;752.7777778
12;791.6666667
13;766.6666667
14;644.4444444
15;550
16;227.7777778
17;247.2222222
18;188.8888889
19;61.11111111
20;2.777777778
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;8.333333333
6;58.33333333
7;166.6666667
8;380.5555556
9;580.5555556
10;438.8888889
11;511.1111111
12;513.8888889
13;572.2222222
14;558.3333333
15;469.4444444
16;530.5555556
17;341.6666667
18;161.1111111
19;66.66666667
20;2.777777778
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;13.88888889
6;108.3333333
7;288.8888889
8;444.4444444
9;575
10;686.1111111
11;736.1111111
12;772.2222222
13;658.3333333
14;552.7777778
15;280.5555556
16;425
17;322.2222222
18;188.8888889
19;41.66666667
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;22.22222222
6;133.3333333
7;280.5555556
8;436.1111111
9;580.5555556
10;691.6666667
11;769.4444444
12;711.1111111
13;613.8888889
14;636.1111111
15;522.2222222
16;408.3333333
17;175
18;50
19;13.88888889
20;2.777777778
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;8.333333333
6;50
7;233.3333333
8;133.3333333
9;213.8888889
10;633.3333333
11;500
12;761.1111111
13;405.5555556
14;269.4444444
15;380.5555556
16;358.3333333
17;319.4444444
18;161.1111111
19;44.44444444
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;30.55555556
6;58.33333333
7;194.4444444
8;172.2222222
9;102.7777778
10;133.3333333
11;100
12;72.22222222
13;97.22222222
14;130.5555556
15;86.11111111
16;69.44444444
17;41.66666667
18;50
19;38.88888889
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;8.333333333
6;75
7;297.2222222
8;483.3333333
9;577.7777778
10;691.6666667
11;744.4444444
12;763.8888889
13;813.8888889
14;763.8888889
15;422.2222222
16;363.8888889
17;355.5555556
18;161.1111111
19;30.55555556
20;2.777777778
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;13.88888889
6;147.2222222
7;141.6666667
8;352.7777778
9;436.1111111
10;633.3333333
11;388.8888889
12;583.3333333
13;619.4444444
14;594.4444444
15;294.4444444
16;61.11111111
17;197.2222222
18;88.88888889
19;36.11111111
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;5.555555556
6;27.77777778
7;77.77777778
8;197.2222222
9;408.3333333
10;561.1111111
11;261.1111111
12;288.8888889
13;491.6666667
14;358.3333333
15;263.8888889
16;530.5555556
17;183.3333333
18;136.1111111
19;36.11111111
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;8.333333333
6;108.3333333
7;236.1111111
8;261.1111111
9;336.1111111
10;452.7777778
11;388.8888889
12;388.8888889
13;469.4444444
14;550
15;388.8888889
16;280.5555556
17;277.7777778
18;166.6666667
19;27.77777778
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;8.333333333
6;50
7;147.2222222
8;244.4444444
9;250
10;330.5555556
11;355.5555556
12;377.7777778
13;397.2222222
14;463.8888889
15;350
16;466.6666667
17;333.3333333
18;141.6666667
19;41.66666667
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;8.333333333
6;111.1111111
7;186.1111111
8;352.7777778
9;308.3333333
10;383.3333333
11;586.1111111
12;650
13;652.7777778
14;697.2222222
15;361.1111111
16;327.7777778
17;386.1111111
18;172.2222222
19;41.66666667
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;5.555555556
6;91.66666667
7;166.6666667
8;394.4444444
9;327.7777778
10;416.6666667
11;400
12;491.6666667
13;491.6666667
14;538.8888889
15;658.3333333
16;447.2222222
17;311.1111111
18;102.7777778
19;22.22222222
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;11.11111111
6;100
7;183.3333333
8;400
9;469.4444444
10;191.6666667
11;102.7777778
12;161.1111111
13;194.4444444
14;372.2222222
15;327.7777778
16;272.2222222
17;150
18;69.44444444
19;27.77777778
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;5.555555556
6;91.66666667
7;216.6666667
8;330.5555556
9;372.2222222
10;586.1111111
11;608.3333333
12;677.7777778
13;436.1111111
14;538.8888889
15;202.7777778
16;30.55555556
17;16.66666667
18;8.333333333
19;2.777777778
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;2.777777778
6;50
7;172.2222222
8;222.2222222
9;350
10;619.4444444
11;680.5555556
12;675
13;411.1111111
14;563.8888889
15;450
16;302.7777778
17;108.3333333
18;38.88888889
19;8.333333333
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;11.11111111
7;27.77777778
8;72.22222222
9;127.7777778
10;341.6666667
11;483.3333333
12;661.1111111
13;611.1111111
14;608.3333333
15;536.1111111
16;452.7777778
17;277.7777778
18;141.6666667
19;16.66666667
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;13.88888889
7;108.3333333
8;127.7777778
9;158.3333333
10;175
11;605.5555556
12;586.1111111
13;658.3333333
14;641.6666667
15;583.3333333
16;305.5555556
17;244.4444444
18;147.2222222
19;25
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;5.555555556
6;44.44444444
7;163.8888889
8;322.2222222
9;266.6666667
10;394.4444444
11;286.1111111
12;361.1111111
13;377.7777778
14;327.7777778
15;350
16;238.8888889
17;152.7777778
18;127.7777778
19;19.44444444
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;5.555555556
6;52.77777778
7;197.2222222
8;322.2222222
9;463.8888889
10;525
11;625
12;688.8888889
13;472.2222222
14;325
15;266.6666667
16;455.5555556
17;219.4444444
18;108.3333333
19;16.66666667
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;5.555555556
6;58.33333333
7;205.5555556
8;350
9;344.4444444
10;352.7777778
11;350
12;255.5555556
13;191.6666667
14;247.2222222
15;238.8888889
16;150
17;100
18;50
19;8.333333333
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;2.777777778
6;94.44444444
7;216.6666667
8;344.4444444
9;488.8888889
10;605.5555556
11;677.7777778
12;713.8888889
13;608.3333333
14;683.3333333
15;425
16;361.1111111
17;266.6666667
18;97.22222222
19;16.66666667
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;2.777777778
6;38.88888889
7;161.1111111
8;233.3333333
9;372.2222222
10;352.7777778
11;450
12;483.3333333
13;388.8888889
14;430.5555556
15;200
16;102.7777778
17;52.77777778
18;11.11111111
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;22.22222222
7;44.44444444
8;41.66666667
9;144.4444444
10;202.7777778
11;163.8888889
12;138.8888889
13;333.3333333
14;591.6666667
15;430.5555556
16;213.8888889
17;75
18;83.33333333
19;8.333333333
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;2.777777778
6;66.66666667
7;205.5555556
8;322.2222222
9;363.8888889
10;652.7777778
11;736.1111111
12;719.4444444
13;736.1111111
14;669.4444444
15;494.4444444
16;411.1111111
17;269.4444444
18;97.22222222
19;11.11111111
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;2.777777778
6;61.11111111
7;180.5555556
8;288.8888889
9;466.6666667
10;619.4444444
11;694.4444444
12;725
13;636.1111111
14;597.2222222
15;422.2222222
16;258.3333333
17;219.4444444
18;94.44444444
19;8.333333333
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;19.44444444
7;58.33333333
8;250
9;350
10;566.6666667
11;591.6666667
12;575
13;416.6666667
14;500
15;175
16;227.7777778
17;255.5555556
18;113.8888889
19;5.555555556
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;69.44444444
7;133.3333333
8;266.6666667
9;322.2222222
10;447.2222222
11;438.8888889
12;527.7777778
13;638.8888889
14;644.4444444
15;541.6666667
16;305.5555556
17;238.8888889
18;86.11111111
19;5.555555556
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;50
7;172.2222222
8;338.8888889
9;522.2222222
10;383.3333333
11;411.1111111
12;588.8888889
13;519.4444444
14;277.7777778
15;419.4444444
16;263.8888889
17;227.7777778
18;88.88888889
19;2.777777778
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;16.66666667
7;133.3333333
8;155.5555556
9;136.1111111
10;297.2222222
11;552.7777778
12;663.8888889
13;466.6666667
14;616.6666667
15;441.6666667
16;158.3333333
17;194.4444444
18;80.55555556
19;5.555555556
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;16.66666667
7;102.7777778
8;202.7777778
9;397.2222222
10;400
11;441.6666667
12;333.3333333
13;222.2222222
14;277.7777778
15;252.7777778
16;163.8888889
17;105.5555556
18;30.55555556
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;16.66666667
7;111.1111111
8;158.3333333
9;225
10;244.4444444
11;325
12;272.2222222
13;191.6666667
14;150
15;158.3333333
16;155.5555556
17;150
18;77.77777778
19;5.555555556
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;22.22222222
7;116.6666667
8;230.5555556
9;341.6666667
10;416.6666667
11;350
12;250
13;297.2222222
14;383.3333333
15;216.6666667
16;97.22222222
17;66.66666667
18;61.11111111
19;2.777777778
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;27.77777778
7;130.5555556
8;302.7777778
9;422.2222222
10;530.5555556
11;463.8888889
12;575
13;511.1111111
14;416.6666667
15;308.3333333
16;230.5555556
17;116.6666667
18;50
19;2.777777778
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;41.66666667
7;169.4444444
8;322.2222222
9;463.8888889
10;577.7777778
11;647.2222222
12;675
13;658.3333333
14;586.1111111
15;477.7777778
16;336.1111111
17;186.1111111
18;58.33333333
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;52.77777778
7;161.1111111
8;313.8888889
9;427.7777778
10;488.8888889
11;513.8888889
12;547.2222222
13;572.2222222
14;188.8888889
15;94.44444444
16;316.6666667
17;122.2222222
18;52.77777778
19;2.777777778
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;25
7;36.11111111
8;91.66666667
9;116.6666667
10;94.44444444
11;166.6666667
12;161.1111111
13;252.7777778
14;155.5555556
15;94.44444444
16;77.77777778
17;80.55555556
18;22.22222222
19;2.777777778
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;2.777777778
8;33.33333333
9;113.8888889
10;363.8888889
11;658.3333333
12;600
13;197.2222222
14;91.66666667
15;322.2222222
16;302.7777778
17;130.5555556
18;25
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;22.22222222
7;141.6666667
8;205.5555556
9;213.8888889
10;544.4444444
11;622.2222222
12;327.7777778
13;172.2222222
14;280.5555556
15;138.8888889
16;105.5555556
17;30.55555556
18;2.777777778
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;5.555555556
7;33.33333333
8;186.1111111
9;213.8888889
10;361.1111111
11;294.4444444
12;252.7777778
13;322.2222222
14;297.2222222
15;105.5555556
16;47.22222222
17;8.333333333
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;16.66666667
7;138.8888889
8;150
9;280.5555556
10;491.6666667
11;436.1111111
12;405.5555556
13;494.4444444
14;300
15;377.7777778
16;150
17;72.22222222
18;33.33333333
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;11.11111111
7;69.44444444
8;250
9;261.1111111
10;277.7777778
11;333.3333333
12;505.5555556
13;358.3333333
14;297.2222222
15;222.2222222
16;269.4444444
17;122.2222222
18;30.55555556
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;36.11111111
7;155.5555556
8;355.5555556
9;313.8888889
10;413.8888889
11;366.6666667
12;180.5555556
13;155.5555556
14;136.1111111
15;119.4444444
16;108.3333333
17;30.55555556
18;5.555555556
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;2.777777778
7;16.66666667
8;61.11111111
9;113.8888889
10;205.5555556
11;213.8888889
12;108.3333333
13;111.1111111
14;169.4444444
15;227.7777778
16;127.7777778
17;52.77777778
18;16.66666667
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;19.44444444
7;144.4444444
8;283.3333333
9;455.5555556
10;436.1111111
11;238.8888889
12;561.1111111
13;444.4444444
14;300
15;266.6666667
16;91.66666667
17;36.11111111
18;5.555555556
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;16.66666667
7;122.2222222
8;172.2222222
9;450
10;466.6666667
11;527.7777778
12;558.3333333
13;550
14;383.3333333
15;277.7777778
16;152.7777778
17;63.88888889
18;16.66666667
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;13.88888889
7;83.33333333
8;261.1111111
9;297.2222222
10;155.5555556
11;225
12;650
13;236.1111111
14;155.5555556
15;113.8888889
16;55.55555556
17;16.66666667
18;2.777777778
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;5.555555556
7;63.88888889
8;86.11111111
9;141.6666667
10;152.7777778
11;197.2222222
12;202.7777778
13;302.7777778
14;361.1111111
15;122.2222222
16;113.8888889
17;116.6666667
18;22.22222222
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;11.11111111
7;33.33333333
8;147.2222222
9;427.7777778
10;430.5555556
11;238.8888889
12;280.5555556
13;183.3333333
14;94.44444444
15;188.8888889
16;83.33333333
17;30.55555556
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;2.777777778
7;41.66666667
8;83.33333333
9;141.6666667
10;194.4444444
11;133.3333333
12;175
13;258.3333333
14;230.5555556
15;163.8888889
16;102.7777778
17;30.55555556
18;5.555555556
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;2.777777778
7;25
8;63.88888889
9;119.4444444
10;272.2222222
11;411.1111111
12;422.2222222
13;413.8888889
14;402.7777778
15;272.2222222
16;130.5555556
17;88.88888889
18;5.555555556
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;2.777777778
7;33.33333333
8;91.66666667
9;63.88888889
10;113.8888889
11;158.3333333
12;263.8888889
13;355.5555556
14;350
15;333.3333333
16;161.1111111
17;41.66666667
18;2.777777778
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;2.777777778
7;36.11111111
8;133.3333333
9;302.7777778
10;244.4444444
11;361.1111111
12;227.7777778
13;191.6666667
14;222.2222222
15;219.4444444
16;163.8888889
17;94.44444444
18;8.333333333
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;2.777777778
7;30.55555556
8;47.22222222
9;108.3333333
10;177.7777778
11;266.6666667
12;247.2222222
13;169.4444444
14;125
15;150
16;188.8888889
17;66.66666667
18;5.555555556
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;13.88888889
8;58.33333333
9;86.11111111
10;169.4444444
11;155.5555556
12;244.4444444
13;311.1111111
14;180.5555556
15;197.2222222
16;75
17;22.22222222
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;8.333333333
7;97.22222222
8;241.6666667
9;350
10;425
11;413.8888889
12;366.6666667
13;325
14;375
15;166.6666667
16;69.44444444
17;41.66666667
18;2.777777778
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;5.555555556
7;83.33333333
8;244.4444444
9;391.6666667
10;500
11;558.3333333
12;547.2222222
13;566.6666667
14;483.3333333
15;369.4444444
16;222.2222222
17;47.22222222
18;2.777777778
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;5.555555556
7;91.66666667
8;247.2222222
9;375
10;494.4444444
11;561.1111111
12;572.2222222
13;550
14;477.7777778
15;355.5555556
16;230.5555556
17;91.66666667
18;5.555555556
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;5.555555556
7;72.22222222
8;241.6666667
9;361.1111111
10;480.5555556
11;538.8888889
12;550
13;547.2222222
14;469.4444444
15;361.1111111
16;216.6666667
17;77.77777778
18;2.777777778
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;2.777777778
7;77.77777778
8;230.5555556
9;369.4444444
10;477.7777778
11;577.7777778
12;575
13;561.1111111
14;422.2222222
15;333.3333333
16;213.8888889
17;72.22222222
18;2.777777778
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;2.777777778
7;72.22222222
8;219.4444444
9;358.3333333
10;469.4444444
11;538.8888889
12;558.3333333
13;530.5555556
14;455.5555556
15;336.1111111
16;202.7777778
17;61.11111111
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;5.555555556
7;86.11111111
8;208.3333333
9;319.4444444
10;408.3333333
11;425
12;330.5555556
13;311.1111111
14;327.7777778
15;227.7777778
16;197.2222222
17;66.66666667
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;5.555555556
7;72.22222222
8;180.5555556
9;291.6666667
10;391.6666667
11;477.7777778
12;500
13;483.3333333
14;447.2222222
15;272.2222222
16;116.6666667
17;33.33333333
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;13.88888889
8;158.3333333
9;222.2222222
10;330.5555556
11;269.4444444
12;250
13;205.5555556
14;352.7777778
15;200
16;77.77777778
17;33.33333333
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;5.555555556
8;66.66666667
9;258.3333333
10;313.8888889
11;483.3333333
12;397.2222222
13;155.5555556
14;205.5555556
15;255.5555556
16;88.88888889
17;16.66666667
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;33.33333333
8;105.5555556
9;241.6666667
10;300
11;152.7777778
12;302.7777778
13;291.6666667
14;177.7777778
15;69.44444444
16;50
17;38.88888889
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;52.77777778
8;191.6666667
9;325
10;419.4444444
11;472.2222222
12;452.7777778
13;261.1111111
14;169.4444444
15;119.4444444
16;61.11111111
17;16.66666667
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;16.66666667
8;61.11111111
9;125
10;186.1111111
11;241.6666667
12;288.8888889
13;263.8888889
14;155.5555556
15;72.22222222
16;30.55555556
17;13.88888889
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;27.77777778
8;88.88888889
9;194.4444444
10;208.3333333
11;222.2222222
12;172.2222222
13;144.4444444
14;230.5555556
15;88.88888889
16;25
17;2.777777778
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;88.88888889
8;219.4444444
9;322.2222222
10;411.1111111
11;302.7777778
12;366.6666667
13;411.1111111
14;247.2222222
15;161.1111111
16;138.8888889
17;13.88888889
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;2.777777778
8;13.88888889
9;22.22222222
10;36.11111111
11;25
12;38.88888889
13;58.33333333
14;50
15;25
16;11.11111111
17;2.777777778
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;13.88888889
8;72.22222222
9;100
10;363.8888889
11;352.7777778
12;394.4444444
13;222.2222222
14;208.3333333
15;188.8888889
16;44.44444444
17;2.777777778
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;8.333333333
9;11.11111111
10;19.44444444
11;33.33333333
12;30.55555556
13;33.33333333
14;25
15;27.77777778
16;16.66666667
17;2.777777778
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;5.555555556
8;13.88888889
9;50
10;52.77777778
11;38.88888889
12;47.22222222
13;44.44444444
14;36.11111111
15;30.55555556
16;25
17;5.555555556
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;25
8;102.7777778
9;122.2222222
10;147.2222222
11;141.6666667
12;44.44444444
13;147.2222222
14;77.77777778
15;58.33333333
16;19.44444444
17;2.777777778
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;16.66666667
8;94.44444444
9;219.4444444
10;325
11;380.5555556
12;266.6666667
13;175
14;116.6666667
15;69.44444444
16;25
17;5.555555556
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
2;0
3;0
4;0
5;0
6;0
7;16.66666667
8;88.88888889
9;180.5555556
10;225
11;375
12;358.3333333
13;319.4444444
14;261.1111111
15;161.1111111
16;83.33333333
17;8.333333333
18;0
19;0
20;0
21;0
22;0
23;0
24;0
1;0
